"","id","evidence","claim","label","topic_ip","question"
"100",4269,"Depending on the region we analyse, we find that face masks reduced the cumulative number of registered Covid-19 cases between 2.3% and 13% over a period of 10 days after they became compulsory. Assessing the credibility of the various estimates, we conclude that face masks reduce the daily growth rate of reported infections by around 40%.","Masks include the ones that are made at home (typically cloth masks, made out of T-shirts and the like) as well as other non-medical and non-N95 masks are effective in limiting the spread of covid-19","Supports",44,"How much impact do masks have on preventing the spread of the COVID-19?"
"101",8385,"2) addresses controversies surrounding the mask from perspectives of attitude, effectiveness, and necessity of wearing the mask with evidence that the use of mask would effectively interrupt the transmission of infectious diseases in both hospital settings and community settings;","Physical distancing, face masks, and eye protection to prevent person-to-person transmission of SARS-CoV-2 and COVID-19","Supports",82,"Can face masks protect me from the coronavirus disease?"
"102",6045,"Content analysis revealed that, of 233 sample tweets, 34.8% (n=81) contained views that 5G and COVID-19 were linked","There is no scientific evidence that 5G towers are causing COVID-19 symptoms or that 5G radiation is making people more susceptible to SARS-CoV2 infections. ","Refutes",56,"Can 5G technology cause COVID-19?"
"103",8589,"We identified seasonal human coronaviruses, influenza viruses and rhinoviruses in exhaled breath and coughs of children and adults with acute respiratory illness.","Because the virus can be spread easily, many have resorted wearing face masks to protect themselves, as the virus is transmissible through human contact and exposure to respiratory droplets from an infected person.","Neutral",82,"Can face masks protect me from the coronavirus disease?"
"104",4770,"Although COVID-19 can be rapidly diagnosed, efficient clinical treatment of COVID-19 remains unavailable, resulting in high fatality.","vitamin C deficiency is related to the increased risk and severity of influenza infections.","Neutral",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"105",5055,"Dietary supplementation has not been linked to COVID-19 prevention. However, supplementation with vitamins C and D, as well as with zinc and selenium, was highlighted as potentially beneficial for individuals with, or at risk of, respiratory viral infections or for those in whom nutrient deficiency is detected.","vitamin D can play in helping a patient fight off COVID-19.","Supports",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"106",14054,"Thus, our goal is to test the most active antivirals identified in adequate animal models infected with SARS-CoV-2, to add more information about possible in vivo efficacy. In turn, successful antivirals could be tested in clinical trials as treatments for infected patients, but also as pre-exposure prophylaxis to avoid novel infections until an effective and safe vaccine is developed.","the drug pixatimod is a potent inhibitor of SARS-CoV-2 viral attachment and invasion in Vero cell culture, with a reduction of cytopathic effect when applied at concentrations within the established therapeutic concentrations.","Neutral",5,"are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?"
"107",4437,"Our results suggest use of face masks by the general public is potentially of high value in curtailing community transmission and the burden of the pandemic. The community-wide benefits are likely to be greatest when face masks are used in conjunction with other non-pharmaceutical practices (such as social-distancing), and when adoption is nearly universal (nation-wide) and compliance is high.","disposable ear loop masks do not provide any protection against the novel coronavirus.","Refutes",44,"How much impact do masks have on preventing the spread of the COVID-19?"
"108",13239,"The number of these epitopes and the prevalence of the common coronaviruses suggest that a large part of the world population has some degree of specific immunity against SARS-CoV-2 already, even without having been infected by that virus.","T cells may help COVID-19 patients - and people never exposed to the virus","Neutral",3,"will SARS-CoV2 infected people develop immunity?"
"109",8137,"We also demonstrated that three brands of medical masks blocked over 99% viruses in aerosols. The avian coronavirus was completely inactivated after being steamed for 5 minutes.","A face mask covers your mouth and nose. It can block the release of virus-filled droplets into the air when you cough or sneeze. This helps slow the spread of COVID-19.","Supports",82,"Can face masks protect me from the coronavirus disease?"
"110",6807,"There is currently no indication that feline- or canine-to-human transmission can occur, though there is rising evidence of the reverse.","Can Pets Spread Coronavirus (COVID-19) to People? The answer is YES","Refutes",67,"Can animals spread COVID-19?"
"111",7851,"Likewise, there is some evidence that inhaled corticosteroids could also reduce its severity, opening the possibility that nicotine and inhaled steroids could be used as treatments.","Cannabis can be used as A Potential Way To prevent covid-19","Supports",75,"Can smoking cannabis (weed) help in preventing COVID-19?"
"112",10966," Chloroquine, interferon, and antiviral agents such as remdesivir, lopinavir, and ritonavir are agents under investigation in these trials.","As more companies begin clinical trials for a coronavirus vaccine","Supports",17,"are there any clinical trials available for the coronavirus"
"113",3007,"patients treated with HCQ at the time of early hospital recovered faster than those who treated later or taken as second line choose for their obvious shorter hospitalization time.","They conclude strongly that physicians should avoid using either hydroxychloroquine or chloroquine to treat COVID-19","Refutes",28,"does hydroxychloroquine treat COVID-19?"
"114",5123,"Some nutrients are actively involved in the proper functioning and strengthening of the human immune system against viral infections including dietary protein, omega-3 fatty acids, vitamin A, vitamin D, vitamin E, vitamin B1, vitamin B6, vitamin B12, vitamin C, iron, zinc, and selenium. Few studies were done on the effect of dietary components on prevention of COVID-19, but supplementation with these nutrients may be effective in improving the health status of patients with viral infections.","Supplements containing vitamins C and D, along with other micronutrients, can be a safe, effective and low-cost means to fight off the novel coronavirus and other acute respiratory tract.","Refutes",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
